,nctId,status,startDate,completionDate,description,condition,studyType,phases,enrollment,allocation,interventionModel,primaryPurpose,interventions,primaryOutcomes,eligibilityCriteria,location
227,NCT06473051,RECRUITING,2024-07-01,2027-10-31,,,INTERVENTIONAL,['NA'],40.0,RANDOMIZED,PARALLEL,HEALTH_SERVICES_RESEARCH,"[{'type': 'OTHER', 'name': 'Original set', 'description': 'The original set of implementation strategies will include the same strategies as applied in the INTERCARE study by the research group but will be updated to fit the current practice field.', 'armGroupLabels': ['Original Set (Set O)']}, {'type': 'OTHER', 'name': 'Adapted set', 'description': 'The adapted set of implementation strategies will contain similar implementation strategies that are expected to achieve the same outcomes as the first set, but with less resources required (for instance, by providing group coaching sessions rather than single sessions).', 'armGroupLabels': ['Adapted Set (Set A)']}]","[{'measure': 'LTCF Leadership level: Degree of overall fidelity to the core elements of the INTERCARE model', 'description': 'Overall fidelity score (percentage of minimal requirements of the INTERCARE model fulfilled) from the side of the LTCF Leadership will be measured using semi-structured interviews (degree of fulfillment: yes, partialy, no).', 'timeFrame': 'Quarterly, from baseline (month 0) through end of intervention phase (month 12)'}]","Study inclusion/exclusion criteria are based on level of participant:

1. LTCF

   Inclusion criteria:

   - Located within German-speaking part of Switzerland

   - ≥ 20 long-term care beds on the cantonal list of LTCFs (or a cooperation of smaller LTCFs with a total of at least 20 long-term care beds, working with the same INTERCARE nurse(s))

   - Willingness to introduce the core components of INTERCARE (formal commitment)

   - Willingness to provide routine resident assessment data (Resident Assessment Instrument-nursing home version (RAI-NH) or BESA system)

   Exclusion criteria:

   - LTCFs located in the Italian- or French-speaking part of Switzerland.

   - LTCFs who have previously worked with a nurse-led model similar to the INTERCARE/INTERSCALE research intervention
2. INTERCARE nurse

   Inclusion criteria:

   - Working contract or affiliation with the LTCF

   - Educational background as an RN with ≥ 3 years' experience working with older persons

   - Assigned role of INTERCARE nurse

   Exclusion criteria:

   - No contract with the LTCF
3. Other care staff

   Inclusion criteria:
   * All care staff who work directly with residents (e.g., care workers, physiotherapists and activity staff) of different educational backgrounds (e.g., RNs, LPNs, nurse aides) working in the LTCF at least 8h/week for ≥ 3 months
   * Other therapeutic personnel involved in 8h/week or more in treatments/direct contact with residents

   Exclusion criteria:

   - Non-health care professionals (e.g., administration)
4. General Practitioners (GPs)

   Inclusion criteria:
   * All GP's who treat at least 5 residents in the LTCF at the time of data collection

   Exclusion criteria:

   - Temporary substitute GPs
5. Residents

Inclusion criteria:

- All residents present at the LTCF during the study duration with long-term care and billed according to the health insurance law

Exclusion criteria:

- Residents who opt out of participating in the study",
228,NCT06473064,ACTIVE_NOT_RECRUITING,2023-05-19,2025-10-19,,,INTERVENTIONAL,['NA'],30.0,NA,SINGLE_GROUP,TREATMENT,"[{'type': 'OTHER', 'name': 'Benelli technique for nipple sparing mastectomy in surgical treatment of grade 3 and 4 gynecomastia', 'description': '.The Nipple areola complex (NAC )margins on both sides are marked as circular. -Around the initial circle, a second circle (external) was drawn 1 cm broader than the boundary.\n\n* The skin was resected, with deepithelialization between the two circles.\n* A transdermal incision was made through the border of the external circle.\n\n  -. The breast tissue around the pedicle was lifted over the pectoral fascia and excised by preserving the NAC and the underlying breast pedicle\n* The base of the mammary pedicle under the NAC was infixed at the farthest end of the mastectomy area by using 3/0 absorbable multifilament suture material\n\n  * Hence, the space formed after mastectomy was filled with a breast pedicle located posterior to the NAC.\n  * The closure of the circular deepithelialized area around the NAC with a diameter of 1 cm accomplished by using 4/0 absorbable monofilament suture material and the surgery was completed', 'armGroupLabels': ['grade 3 and 4 gynecomastia']}]","[{'measure': 'Benelli technique for nipple sparing mastectomy in surgical treatment of grade 3 and 4 gynecomastia', 'description': 'to evaluate and determine the feasibility and complications of benelli techniques for nipple sparing mastectomy in surgical tratment of grade 3 and 4 gynecomastia and also its cosmetic effect', 'timeFrame': 'baseline'}]","Inclusion Criteria:

* adult male complaining of unilateral or bilateral grade 3 and 4 gynecomastia
* pseudo gynecomastia following massive weight loss with excess skin and laxity

Exclusion Criteria:

* patients with chronic liver failure
* hyperthyroidism
* Malignant mass
* Diabetics
* smokers
* patients with medical treatment as anabolic steroids .",
229,NCT06473077,NOT_YET_RECRUITING,2024-06-24,2025-05-31,,,OBSERVATIONAL,,16.0,,,,"[{'type': 'PROCEDURE', 'name': 'ETT beyond C7 level', 'description': 'Endotracheal cuff is placed deeper beyond C7 level, but above carina', 'armGroupLabels': ['ACDF Patients']}]","[{'measure': 'Measurement of the ETCP of patients before and after surgical retractor placement during ACDF surgeries.', 'description': 'Monitoring of ETCP variation every 15 minutes', 'timeFrame': 'Through out the duration of the surgery'}]","Inclusion Criteria:

1. ACDF surgery
2. Age between 18-80 years
3. ASA I, II or III

Exclusion Criteria:

1. Patients who is already ventilated prior to ACDF surgery
2. Anatomical deformity in the neck
3. Pre-existing sore throat, dysphagia, hoarseness of voice",
230,NCT06473090,NOT_YET_RECRUITING,2024-06-26,2025-08-01,,,INTERVENTIONAL,['NA'],80.0,RANDOMIZED,PARALLEL,OTHER,"[{'type': 'OTHER', 'name': 'Video group', 'description': 'Participants will watch a 15-minute educational video at the beginning of the session before their involvement in the 2 high-fidelity simulation scenarios.\n\nThe educational video used was developed by experts (in Human Factors and Obstetric Anesthesia) and validated by SFAR and CARO. It depicts poor use of NTS (including CLC) during a maternal cardiac arrest anesthesia scenario and then proper use of NTS during the same scenario.', 'armGroupLabels': ['Video group']}, {'type': 'OTHER', 'name': 'Text group', 'description': 'Participants will read a text-type educational support for 15 minutes at the beginning of the session before their involvement in 2 high-fidelity crisis simulation scenarios.\n\nThe text-type educational support, written in French by the same team of experts, covers all the NTS mentioned in the video and has already been used in a previous study', 'armGroupLabels': ['Text group']}]","[{'measure': 'communication events', 'description': 'The primary endpoint will be to compare the total number of correct secure communication events during the crisis between the 2 groups, which includes: a) Number of correctly performed SBAR (1 correct event = 1 point) b) Number of correctly or partially performed closed-loop communications (CLC) (1 correct event = 1 point, partial = ½ point) c) Number of directive verbal orders (using a name or the pronoun ""you"") (1 correct event = 1 point) d) Number of correct medication dosages (medication with route of administration and dosage) (1 correct event = 1 point). This evaluation will be based on video recordings of the 2 scenarios assessed by 2 independent, blinded experts. This composite score is based on various secure communication methods described in the literature and recommended by experts (1). It corresponds to an external evaluation of a team\'s secure communication skills (Kirkpatrick level 2).', 'timeFrame': '30 minutes by video after the end of the session by an external evaluator'}]","Inclusion Criteria:

* anesthesia residents and/or nurse anesthetists who have used one of the educational supports and then actively participated in the simulation scenarios.

Exclusion Criteria:

* technical problem video
* declines active participation in the session",
231,NCT06473103,NOT_YET_RECRUITING,2024-07,2026-07,,,INTERVENTIONAL,['NA'],52.0,NA,SINGLE_GROUP,DIAGNOSTIC,"[{'type': 'DEVICE', 'name': 'Two photon fluorescence microscopy imaging', 'description': 'Excised tissues will be imaged with two photon fluorescence microscopy prior to submission for histological processing.', 'armGroupLabels': ['TPFM imaging of surgical margins']}]","[{'measure': 'Quantitative agreement between clear margin distance on TPFM and conventional paraffin embedded histology', 'description': 'The distance from the furthest extent of the tumor to the nearest surgical margin will be measured on both TPFM and conventional paraffin histology and the numerical difference calculated.', 'timeFrame': 'Upon receipt of postoperative pathology slides, typically 2-4 weeks post surgery'}]","Inclusion Criteria:

* Undergoing treatment for basal cell carcinoma without Mohs surgery at the performance site
* Able to read and understand consent form

Exclusion Criteria:

* None",
232,NCT06473116,NOT_YET_RECRUITING,2025-03,2029-07,,,INTERVENTIONAL,['PHASE4'],1178.0,RANDOMIZED,PARALLEL,TREATMENT,"[{'type': 'DRUG', 'name': 'Isoprenaline Only Product', 'description': 'Administration of intravenous isoprenaline of 600 mikrograms immediately after recognition of asystole in bystander-witnessed out-of-hospital cardiac arrest', 'armGroupLabels': ['Control group', 'Intervention group'], 'otherNames': ['isoproterenol']}]","[{'measure': 'Rate of Return of Spontaneous Circulation (ROSC) at hospital arrival', 'description': 'Arrival to hospital admission', 'timeFrame': 'Up to 2 hours'}]","Inclusion Criteria:

* Witnessed out-of-hospital cardiac arrest
* Age 18 years or more
* Initial rhythm asystole at EMS arrival
* Advanced life support initiated or continued by EMS personnel

Exclusion Criteria:

* Cardiac arrest caused by blunt trauma, penetrating trauma, or burn injury suspected to be the cause of the cardiac arrest
* Cardiac arrest caused by drowning, hanging, strangulation, and foreign body airway obstruction
* IV epinephrine already administered prior to EMS arrival
* Prior enrollment in the trial
* Known or apparent pregnancy
* Cardiac arrest at nursing homes",
233,NCT06473129,ENROLLING_BY_INVITATION,2023-08-01,2025-07-31,,,INTERVENTIONAL,['NA'],60.0,NA,SINGLE_GROUP,PREVENTION,"[{'type': 'BEHAVIORAL', 'name': 'Food for Life Culinary Workshops', 'description': 'Whole food, plant based 2hr workshop, which includes background information on diabetes, how to shop for food, etc and then a culinary demonstration and tasting of whole food, plant based dishes.', 'armGroupLabels': ['Food for Life Culinary Workshop']}]","[{'measure': 'Change in Public Health Surveillance of Fruit and Vegetable (FV) Intake', 'description': 'Change in Fruit and Vegetable Intake will be measured using the 6-item Behavioral Risk Factor Surveillance System (BRFSS) fruit and vegetable dietary intake module. The BRFSS assesses the amount of fruit and vegetable consumed, including cooked, raw, fresh, frozen, or canned form, over the past 30 days. As it is based on generic and not episodic memory, dyads can provide a response as to the number of FV per day/week/month (which will be converted to a standard timeframe); never; unsure; or refuse to answer. Responses will be summarized and mean differences post-intervention will be reported. Increased FV intake has been associated with lower risks of cognitive disorders and chronic diseases and, in this study, will assess the impact of FFL on FV intake.', 'timeFrame': 'Baseline and 6 weeks'}, {'measure': 'Change in Self Efficacy for Diabetes', 'description': ""Change in diabetes self-efficacy will be assessed using the 8-item Stanford Diabetes Self Efficacy Scale. Each item is scored on a scale of 1 ('Not confident at all') through 10 ('Totally confident') for a total possible range of 8-80, if every question is properly answered. The score for each item is the number circled. If two consecutive numbers are circled, the lower number is coded. If the numbers are not consecutive that item is not scored. If more than two items are missing the score is invalidated. The score for the scale is the mean of the items and mean differences in scale scores post-intervention will be reported. Higher scores indicate higher level of diabetes self-efficacy and the impact of the FFL on diabetes self-efficacy in this study."", 'timeFrame': 'Baseline and 6 weeks'}, {'measure': 'Change in Diabetes Self-Management', 'description': ""Change in Diabetes Self-Management will be assessed using the 16-item Diabetes Self-Management Questionnaire (DSMQ). Each item is scored on a 4-point Likert scale ranging from 0 ('Does not apply to me') through 3 ('Applies to me very much') for a possible range of 0-48. The score for the scale is the mean of the items and mean differences in scale scores post-intervention will be reported. Higher scores indicate higher level of diabetes self-care and the impact of the FFL on diabetes self-efficacy in this study."", 'timeFrame': 'Baseline and 6 weeks'}, {'measure': 'Change in Diabetes Management', 'description': 'Changes in Diabetes management will be assessed by virtue of mean weekly glucose logs or continuous glucose monitors. Mean changes in glucose levels post-intervention (in units of mg/dL) will be reported. Normal fasting glucose levels ranges vary. Normal glucose levels are associated with more favorable health outcomes and the impact of the FFL on diabetes (glucose) management in this study.', 'timeFrame': 'Baseline and 6 weeks'}]","Inclusion Criteria:

1. Adults 65 years old or older
2. have a diagnosis of Type II diabetes
3. Must have cognitive impairment (Subjective Cognitive Complaint and Picture Based Memory Impairment Screen (PMIS ≥5))
4. Care partner who will attend workshops (care partner 18 years or older) is preferred
5. Receiving care at a CEAD site (the Center for the Aging Brain and the Geriatrics Ambulatory Practice)
6. Fluent in English or Spanish
7. Able to attend and engage in 2-hour classes in-person or virtually

Exclusion Criteria:

1. \<65 years old
2. Not fluent in English or Spanish
3. Too medically unstable to attend workshops
4. Too cognitively impaired (PMIS ≤4) to engage in workshops or provide informed consent
5. Psychiatrically unstable (i.e., Suicidal ideation)
6. Hearing impairment impeding ability to engage in Food for Life classes
7. Participation in a nutrition program in the last 6 months",
234,NCT06473142,NOT_YET_RECRUITING,2024-06-25,2024-09-15,,,OBSERVATIONAL,,34.0,,,,,"[{'measure': 'Thoracolumbar lateral deviation', 'description': 'will be measured using a scoliometer', 'timeFrame': '2 MONTHES'}, {'measure': 'Scapular dyskinesia', 'description': 'will be measured using lateral scapular slide test (LSST)', 'timeFrame': '2 monthes'}, {'measure': 'The pelvic tilting angle and shoulder height angle', 'description': 'will be evaluated using Kinovea software', 'timeFrame': '2 monthes'}, {'measure': 'Trunk side bending ROM', 'description': 'will be evaluated using a bubble inclinometer', 'timeFrame': '2 Monthes'}, {'measure': 'Trunk side bending strength', 'description': 'will be evaluated using a handheld dynamometer', 'timeFrame': '2 monthes'}, {'measure': 'Shoulder pain and disability level', 'description': 'will be measured using the Arabic version of shoulder pain and disability index (SPADI)', 'timeFrame': '2 monthes'}]","Inclusion Criteria:

1. Non-athletic patients of both sexes.
2. referred by an orthopedic surgeon with a diagnosis of unilateral SIS (Stage I, or II).
3. Patients aged between 20 to 40 years.
4. BMI between 18.5 to 29.9 kg/m2.
5. having four or more of the following findings:

   * Shoulder pain that is located either anteriorly or laterally to the acromion process
   * Pain worsening by shoulder flexion and/or abduction
   * A painful movement arc ranging from 60° to 120°
   * A palpably painful greater tuberosity of the humerus
   * The pain is replicated using the supraspinatus empty-can test, A positive Neer impingement sign, external rotation resistance test, and a positive Hawkins sign.

Exclusion Criteria:

1. Systematic illnesses
2. Pregnancy
3. Any degenerative disorder or disc lesion affection of the spine
4. A history of upper limb or spinal surgery
5. Previous upper limb or spinal fractures
6. Post-traumatic shoulder pain
7. History of shoulder instability (positive Sulcus sign, positive apprehension test, and history of shoulder dislocation)
8. Clinical signs of cervical radiculopathy (pain related to cervical movements)
9. Adhesive capsulitis
10. Tumors
11. Shoulder labral or cartilage lesions
12. Capsular or ligamentous tears or avulsions
13. any apparent deformity in the lower limbs including leg length discrepancy.",
235,NCT06473155,NOT_YET_RECRUITING,2024-07-01,2025-12-30,,,INTERVENTIONAL,['NA'],90.0,RANDOMIZED,PARALLEL,PREVENTION,"[{'type': 'BEHAVIORAL', 'name': 'Experimental: Humanistic Integrative Psychotherapy and Identity Exploration (HIP+EYME)', 'description': 'Eight weekly, one-hour sessions based on HIP (including techniques such as analyzing transactions, recognizing ego states, script analysis, letter to my future self --10 years from now, psychoeducation on emotional intelligence, chair work with subpersonalities, fearful scene work, imaginal work with the life project) and the immersive exploration of personal identity using EYME.', 'armGroupLabels': ['Humanistic Integrative Psychotherapy and Identity Exploration (HIP+EYME)']}, {'type': 'BEHAVIORAL', 'name': 'Experimental: Humanistic Integrative Psychotherapy, Identity, and Geniotype Exploration (HIP+EYME+GENIOTYPE)', 'description': 'Eight weekly, one-hour sessions based on HIP (including techniques such as analyzing transactions, recognizing ego states, script analysis, letter to my future self --10 years from now, psychoeducation on emotional intelligence, chair work with subpersonalities, fearful scene work, imaginal work with the life project) and the immersive exploration of personal identity using EYME. Also, participants will answer the Geniotype questionnaire and the results will be worked with the adolescents.', 'armGroupLabels': ['Humanistic Integrative Psychotherapy, Identity, and Geniotype Exploration (HIP+EYME+GENIOTYPE)']}]","[{'measure': 'Satisfaction with Life Scale (SWLS)', 'description': ""The SWLS is an instrument used in research on quality of life and psychological well-being. It is a brief 5-item instrument using a 7-point Likert scale designed to measure individuals' global cognitive judgments of satisfaction with their life. The higher the score, the higher the level of satisfaction."", 'timeFrame': 'SWLS will be administered at baseline, and at the end of the last (8th.) session (2 months).'}]","Inclusion Criteria:

* Be a teenager between the ages of 14 and 18 (both included) and be in school.

Exclusion Criteria:

* Diagnosis of mental disorder in the last year.
* Active psychological or psychiatric treatment at the time of the investigation or less than 6 months before.
* Suicidal ideation and/or self-harm.
* Recently experienced bullying or intimidation (within the last 6 months).
* Habitual consumption of drugs of abuse (chemical substances of various origins consumed for non-therapeutic purposes).
* Insufficient level of proficiency in Spanish or Catalan.",
236,NCT06473168,NOT_YET_RECRUITING,2024-12-01,2025-12-31,,,OBSERVATIONAL,,55.0,,,,,"[{'measure': 'Cadence', 'description': 'Walking cadence measured in the real world obtained from the Inertial Measurement Units placed on the lower back and the wrist measured in steps/minute.', 'timeFrame': '7-day real world assessment'}, {'measure': 'Stride length', 'description': 'Stride length measured in the real world obtained from the Inertial Measurement Units placed on the lower back and the wrist measured in meters.', 'timeFrame': '7-day real world assessment'}, {'measure': 'Walking speed', 'description': 'Walking speed measured in the real world obtained from the Inertial Measurement Units placed on the lower back and the wrist measured in m/s.', 'timeFrame': '7-day real world assessment'}, {'measure': 'Stride duration', 'description': 'Stride duration measured in the real world obtained from the Inertial Measurement Units placed on the lower back and the wrist measured in sec.', 'timeFrame': '7-day real world assessment'}]","Inclusion Criteria:

* Adults ≥65 years old
* Able and willing to provide informed consent
* Able to read and write in English
* To be mobile (including the use of walking aids)
* Two or more of the following long terms conditions: Arthritis, Asthma, Atrial fibrillation, Bronchiectasis, Cancer, Chronic kidney disease, Chronic obstructive pulmonary disease, Coronary heart disease, Anxiety, Depression, Diabetes mellitus, Heart failure, Hypertension, Osteoporosis, Parkinson's disease, Peripheral vascular disease, Stroke or transient ischaemic attack

Exclusion Criteria:

* Unable to give consent for the study
* Severe mental health problems
* Active malignancy (on chemotherapy/radiotherapy/planned urgent surgery)",
237,NCT06473181,NOT_YET_RECRUITING,2024-07-01,2024-09-01,,,INTERVENTIONAL,['NA'],40.0,NA,SEQUENTIAL,TREATMENT,"[{'type': 'OTHER', 'name': 'Core stability exercises', 'description': 'Exercises applied to trunk , pelvis and abdomen to improve ability to stand , walk and balance.', 'armGroupLabels': ['Core stability exercises that is part of physiotherapy rehabilitation']}]","[{'measure': 'Pediatric balance scale', 'description': 'To assess the static balance Pediatric Balance Scale scores are divided into 14 items, scored between 0 to 4. What counts as 0 and 4 will vary from exercise to exercise, but 0 is considered the worst performance, and 4 is the best.\n\nRetrials are unnecessary if they score a 4 on the first trial. Since each exercise has three trials, the score rating you must tick for each item should be the best of the three trials.\n\nSome exercises have time and distance requirements. Points will be deducted if they cannot complete the time and distance requirements and require external support or assistance from another person.\n\nAfter all the exercises have been performed, you simply need to add up all the score ratings per item to calculate the total test score.\n\nThe maximum score is 56.', 'timeFrame': 'Baseline'}, {'measure': 'Gross motor function classification system', 'description': 'To assess the gross motor function and standing The GMFM is a standardized observational instrument designed and validated to measure change in gross motor function over time in children with cerebral palsy. The scoring key is meant to be a general guideline.\n\nHowever, most of the items have specific descriptors for each score. It is imperative that the guidelines contained in the manual be used for scoring each item. SCORING KEY 0 = does not initiate\n\n1. = initiates\n2. = partially completes\n3. = completes', 'timeFrame': 'Baseline'}, {'measure': 'Modified Ashworth scale', 'description': 'To measure the degree of spasticity to enroll children in the study\n\nscoring\n\n0 No increase in tone\n\n1 slight increase in tone giving a catch when slight increase in muscle tone, manifested by the limb was moved in flexion or extension.\n\n1+ slight increase in muscle tone, manifested by a catch followed by minimal resistance throughout (ROM )\n\n2 more marked increase in tone but more marked increased in muscle tone through most limb easily flexed\n\n3 considerable increase in tone, passive movement difficult\n\n4 limb rigid in flexion or extension', 'timeFrame': 'Baseline'}, {'measure': 'Weight-Height scale', 'description': 'To measure weight and height to calculate BMI for each patient . The child was wearing a thin layer of clothes to calculate BMI according to the following equation: BMI (Kg/m²)= weight(kg) ÷ height²(m2)', 'timeFrame': 'Baseline'}]","Inclusion Criteria:

* A clinical diagnosis of diplegic CP made by paediatricians or pediatric neurologists
* children spasticity grades must range from 1 to 1+ according to MAS
* age must range from 4 to 10 years
* They Must be in level I or II on the Gross Motor Function Classifcation System (GMFCS)

Exclusion Criteria:

* A permanent deformity (bony or soft tissue contractures)
* visual or auditory defects
* Botox application to the lower extremity in the past 6 months or undergone a previous surgical intervention to ankle and knee
* history of epileptic seizure and any diagnosed cardiac or orthopaedic disability",
238,NCT06473194,NOT_YET_RECRUITING,2024-10-01,2026-11-01,,,INTERVENTIONAL,['NA'],60.0,NA,SINGLE_GROUP,BASIC_SCIENCE,"[{'type': 'PROCEDURE', 'name': 'general anesthesia drug (like Propofol, esmeron, and ketamin, .effects of pneumoperitoneum', 'description': 'this research will involve the selection of elective cases with ASA class I or II and assessment of patients with respiratory cardiovascular parameters and hematology perioperative', 'armGroupLabels': ['age , gender'], 'otherNames': ['monitoring in anesthesia to asses hemodynamic parameter includes blood pressure, pulse rate, and SPO2, compared with biochemical blood sugar, liver enzyme, respiratory alteration by end-tidal CO2']}]","[{'measure': 'blood pressure.', 'description': 'blood pressure in mmHg, pulse rate in beat per minute', 'timeFrame': 'during preoperative, 5 minute, intraoperative every five minute with post operative read after one hour'}, {'measure': 'AST and ALT liver enzymes were measured, by blood samples taken intravenously in the perioperative period', 'description': 'in unit/liter', 'timeFrame': '5 minute pre-operation and 5 minute postoperative'}, {'measure': 'blood sugar, should measured and assessed with different groups', 'description': 'blood sugar in mg/dl', 'timeFrame': '5 minute during pre-operative and 15 minute post- operative period'}, {'measure': 'end-tidal Co2, measured and compared statistically with other parameter', 'description': 'End-tidal Co2 in CMH2O', 'timeFrame': 'perioperatively every 5 minute'}, {'measure': 'pulse rate measured continuously during intra-operative and compared with other hemodynamic parameter', 'description': 'beat per minute (BPM)', 'timeFrame': '5 minute during preoperative, and continue every 5 minute in perioperatively'}]","Inclusion Criteria:

1. elective abdominal surgery
2. a healthy, fit person
3. use of general anesthetics
4. use of pneumoperitoneum and CO2 insufflation

Exclusion Criteria:

1. emergency condition
2. patient with cardiovascular disease",
239,NCT06473207,NOT_YET_RECRUITING,2024-10,2027-01,,,INTERVENTIONAL,['NA'],48.0,RANDOMIZED,PARALLEL,TREATMENT,"[{'type': 'OTHER', 'name': 'Remote ischemic post conditioning sessions', 'description': 'Three sessions of RIPOST (within the 4 hours following cardiac arrest and then 12 and 24 hours after cardiac arrest), as follows: four cycles of cuff inflation to 200 mmHg for 5 min and then deflation to 0 mmHg for another 5 min (40 min total duration of the intervention), using an inflatable thigh tourniquet', 'armGroupLabels': ['Remote ischemic post-conditioning (RIPOST)'], 'otherNames': ['RIPOST']}, {'type': 'OTHER', 'name': 'Sham sessions', 'description': 'Three sessions of a sham procedure (within the 4 hours following cardiac arrest and then 12 and 24 hours after cardiac arrest), as follows : application of a thigh tourniquet during 40 min without any inflation', 'armGroupLabels': ['Sham procedure'], 'otherNames': ['Sham']}]","[{'measure': 'Neurofilament light chain (NFL) blood level evolution between 6 and 72 hours after cardiac arrest occurrence', 'description': 'Blood samples will be performed at 6 and 72 hours after cardiac arrest to monitor NFL level evolution and this evolution will be compared between both arms (RIPOST and sham groups)', 'timeFrame': '72 hours after out-of-hospital cardiac arrest occurrence'}]","Inclusion Criteria:

* Out-of-hospital cardiac arrest with stable return of spontaneous circulation (ROSC \> 20 minutes)
* Patient receiving invasive mechanical ventilation for coma (Glasgow score \< 8)
* Availability of a lower limb without intravenous infusion or tension cuff positioned on it
* Randomization and application of the first session of the tested procedure within 4 hours after ROSC
* Consent of a next-of-kin or inclusion in emergency procedure

Exclusion criteria :

* Age \< 18 y.o or pregnancy
* Patient unable to walk without assistance, unable to support himself properly without assistance, bedridden, incontinent and requiring nursing constant attention and care (corresponding to a mRS equal to 4 or 5)
* Interval between cardiac arrest and ROSC (no flow + low flow) estimated \> 60 minutes
* Unwitnessed cardiac arrest with asystole as first rhythm
* In-hospital cardiac arrest
* Refractory cardiac arrest (no ROSC considered as stable)
* Cardiac arrest from traumatic, hemorrhage, stroke or hanging supposed origin
* Mean arterial pressure \< 65mmHg persisting despite appropriate vascular filling and vasopressor and/or inotropic support
* Active uncontrolled bleeding
* Contraindication or not possible to use a pneumatic tourniquet on none of the two lower limbs (amputations, intravenous infusion positioned on both lower limbs, tourniquet size incompatible with patient morphology)
* Implementation of extracorporeal arteriovenous circulation for refractory cardiac arrest or refractory cardiogenic shock before inclusion
* Patient already included in this study
* Inclusion in another interventional study
* Judicial protection measure
* Patient without French social security",
240,NCT06473220,COMPLETED,2022-10-01,2023-10-30,,,INTERVENTIONAL,['NA'],100.0,RANDOMIZED,PARALLEL,PREVENTION,"[{'type': 'BEHAVIORAL', 'name': 'Narrative nursing', 'description': 'Narrative nursing is an intervention mode of psychological nursing.', 'armGroupLabels': ['Reference group', 'Study group']}]","[{'measure': 'MMSE sore', 'description': 'The simple mental state Intelligence Scale (MMSE) was used to evaluate the mental state of the patients before and after the nursing intervention. The scale was mainly composed of 5 dimensions, namely orientation ability, recall ability, memory ability, attention and calculation ability, and language ability, and contained a total of 30 items. The total score was 0-30 points, the higher the score, the better the mental state of the patients.', 'timeFrame': 'After 1, 2 and 4 weeks after hospitalization'}, {'measure': 'ESCA score', 'description': 'The self-care ability measurement (ESCA) scale was used to evaluate the practical self-care ability of patients in the two groups before and after nursing intervention. The scale was mainly composed of four dimensions: self-concept, health knowledge mastery level, sense of responsibility, and self-care practical skills, and contained 43 items with a total score of 0-172. It shows that the actual ability of self-care is better.', 'timeFrame': 'After 1, 2 and 4 weeks after hospitalization'}, {'measure': 'HAMD score', 'description': 'The score consisted of 17 items, including self-awareness, work and interest, gastrointestinal symptoms, weight loss, hypochondriasis, sleep difficulty, etc. The total score \\< 7 was considered normal, 7 to 17 divided into possible depression syndrome, \\> 17-24 were classified as having depression, and\\> 24 were classified as major depression.', 'timeFrame': 'After 1, 2 and 4 weeks after hospitalization'}, {'measure': 'HAMA score', 'description': 'The score includes two dimensions: spirituality and physicality, with a total of 14 items, including gastrointestinal and digestive symptoms, depressive mood, sensory system symptoms, behavioral manifestations when communicating with others, somatic anxiety, cognitive function, etc. The total score is \\> 28, which is classified as severe anxiety, 21 to 28 grades are anxious, 14 to \\< 21 is classified as anxiety, 7 to \\< 14 scores may have anxiety, and \\<7 is considered normal.', 'timeFrame': 'After 1, 2 and 4 weeks after hospitalization'}]","Inclusion Criteria:

1. Clinical diagnosis of Alzheimer's Disease.
2. Forgetting is the main cognitive impairment;.
3. The patient has basic language communication ability.
4. Patients were treated with the same regimen.

Exclusion Criteria:

1. Patients with other common neurological and mental disorders (depression, psychosis, vascular cognitive impairment).
2. Patients with heart, liver and other vital organ dysfunction.
3. Patients with severe cardiovascular disease.
4. Patients with severe physical disorders.",
241,NCT06473233,NOT_YET_RECRUITING,2024-07-15,2024-12-31,,,OBSERVATIONAL,,200.0,,,,"[{'type': 'DEVICE', 'name': 'TEG6S', 'description': 'Hemostatic management including one or more delocalized biology test with the TEG6S®, at the discretion of the responsible clinician', 'armGroupLabels': ['After TEG6S']}]","[{'measure': 'Fibrinogen consumption', 'description': 'Quantity of fibrinogen administered (in grams)', 'timeFrame': 'up to 24 hours'}]","Inclusion Criteria:

* Woman of 18 years old or more
* Delivery at the level III maternity of Centre Hospitalier Sud Francilien (CHSF) (Corbeil-Essonnes, France) between 2022 and 2024, except deliveries during cyber-attack period at CHSF (from August 2022 to December 2022 included), due to uncertainty over the completeness of the data.
* Presenting postpartum hemorrhage with estimated blood loss of 1000mL or more
* No constitutional hemostasis anomaly
* No treatment interfering with hemostasis
* No use of blood products and/or pro-coagulant products before delivery

Exclusion Criteria:

- Patient informed of the research and refusing the use of the data",
